date,ann_vol_1m_%,skew_1m,kurt_1m,max_ret_1m,min_ret_1m,streak_up_1m,streak_down_1m,RSI14_last,MA_GAP50_last,MACD_hist_last,high_vol,vix_close,cpi,cpi_yoy,reserves
2006-03-31,11.313236413978869,0.0822000899329924,-0.6454186230451375,0.0168337286709006,-0.010669037563903,5,3,49.4496189669771,1.4064012602894582,0.0018483627404029,0,11.39,124.18,,
2006-04-30,5.433343334692848,-0.3572278693904939,0.5658570342827098,0.0056141926790926,-0.0094564408041697,3,7,41.16607773851592,-0.6121136435528585,-0.0022947538627451,0,11.59,125.84,,
2006-05-31,25.11666796672629,1.140709482777531,1.3990498163715062,0.0489019855469023,-0.0206815995602583,5,2,83.97753551370994,12.24374089591469,0.0113996987313811,1,16.44,128.2,,
2006-06-30,26.060210202466006,0.5206614392988071,0.0105158548171355,0.0399637868598035,-0.0273689188390376,5,4,61.69083834453484,8.2008534606,-0.0055425423031207,1,13.08,128.63,,
2006-07-31,19.91631108454388,0.3630448299784211,-0.0609320723113238,0.022756742738589,-0.0253838921968034,2,4,32.520325203251986,-4.497866996150945,-0.0093724520453905,1,14.95,129.72,,
2006-08-31,12.829977838716786,0.0187640144460101,-0.6242178222769512,0.0154373927958832,-0.0158399892610242,2,7,58.31305758313052,-3.743643478930347,0.006662507356273,0,12.31,129.15,,
2006-09-30,19.362354455670346,1.1204583571928874,2.576580287840759,0.038487599945792,-0.0194869103077226,4,2,55.69892473118282,1.1328279952614428,0.0046199532346012,1,11.98,130.81,,
2006-10-31,10.26776201382724,-0.0994732936902314,-0.8436374640257354,0.0099946695095949,-0.0126006069402296,2,4,27.030162412993132,-1.3741689804129045,-0.0047483527796505,0,11.1,132.47,,
2006-11-30,10.322829289696823,-0.2086130290228109,-0.6272376499818217,0.0109088429808412,-0.0128135223555071,6,2,58.80000000000004,-0.4730076283674278,0.003694330971945,0,10.91,134.18,,
2006-12-31,6.68337324669413,0.0540014946882098,-0.1563076432021519,0.0070495542193655,-0.0096796182685753,2,3,35.68627450980392,-1.9480564321771143,0.0001531973259481,0,11.56,134.49,,
2007-01-31,10.684829052001582,0.6270773492200514,-0.6174665418226608,0.0127879044792991,-0.0088166414106625,4,3,35.606060606060566,-0.5349811997889531,0.0010474172285448,0,10.42,135.84,9.929594561786859,
2007-02-28,7.305926371340298,0.4873528466031706,0.0370129641052359,0.0093073593073593,-0.0094346264873617,2,6,48.01178203240064,-1.1220166613183369,0.0005732020388163,0,15.42,136.42,10.158268733850107,
2007-03-31,13.457112901974147,0.7352806715505759,0.4282222626189296,0.0214556163230965,-0.0134541460735859,4,5,35.27542372881351,-0.950246130957888,-0.0018677473210947,0,14.64,137.67,10.86326300531486,
2007-04-30,8.279783987608063,-0.1521006574394734,-0.505750374594673,0.007635851434502,-0.0123602118893466,2,4,32.45614035087729,-3.820776961982597,-0.0025545816939821,0,14.22,139.33,10.719961856325511,
2007-05-31,13.414033592404987,0.7259063816290092,2.0450602607073964,0.0251162093267356,-0.0172850220582917,3,3,45.51201011378012,-1.7083860453512734,0.0013918037665087,0,13.05,140.03,9.227769110764438,
2007-06-30,13.41415369613325,0.7318340596523144,0.9181160507530012,0.0229319609475515,-0.0147336607480165,4,5,36.900684931506845,-0.7888823465795003,0.0014228444757118,0,16.23,139.69,8.59830521651248,
2007-07-31,15.55505570893846,1.8830959955547115,4.174872840553247,0.0327571236877417,-0.0111862036821255,3,5,57.31795241528479,0.143752145554421,0.00458434556202,1,23.52,138.67,6.899475794017884,351623046.2
2007-08-31,28.382121564896284,0.0786824621943797,-0.3831423578537056,0.0391174270755423,-0.0358500035850003,4,2,59.56102427668775,2.287752529135023,-0.0012393960380602,1,23.38,138.7,7.394502516453727,363796049.3
2007-09-30,13.09706398061206,-0.8151034194735911,0.5863980746378861,0.0075132707227441,-0.0248008417255373,2,4,18.196721311475383,-5.647052615077541,-0.0057154590600904,0,18.0,140.13,7.124837550645968,
2007-10-31,17.025633192186262,1.143270957560732,1.157544221801758,0.0281772088770675,-0.016976556184317,2,4,52.04274041483343,-4.939932249257639,0.0020948940004136,1,18.53,142.67,7.699856571299146,
2007-11-30,16.618338633898478,0.2110508197760068,0.006163303166367,0.0217300109069553,-0.0208920577018735,3,3,51.78326474622767,-0.8861377152268868,0.0026364436938435,1,22.87,145.45,8.399165300342815,
2007-12-31,7.445549918343635,0.5319119529712236,1.224744390571776,0.0112054329371817,-0.0110056288330672,2,5,42.90843806104135,-1.566789578511074,-1.6308201708884872e-05,0,22.5,145.77,8.387240687039931,
2008-01-31,15.935949797859587,0.1623992863945747,-0.2788523330328738,0.0196475250864323,-0.0203632809318237,5,4,55.94405594405593,-0.2741423948768084,0.0005666905982429,1,26.2,146.94,8.171378091872782,
2008-02-29,13.384223969834864,0.849454058961698,0.0633455678310066,0.0202674640750892,-0.0128677977214982,5,6,39.71291866028708,-0.1562170149884023,-0.0025893803979562,0,26.54,148.84,9.104236915408315,
2008-03-31,24.0508843375255,0.3602963693351943,-0.7136862142993827,0.0355860267711392,-0.0187434639208431,3,2,59.61722488038279,5.755848850017475,0.0026767569100555,1,25.61,150.27,9.152320767051659,389541070.2
2008-04-30,17.98930582647302,-0.103715160626274,-0.2465636509912223,0.0233881655882124,-0.02483768684886,3,6,47.5536480686695,1.9821251241310955,-0.0065638925141694,1,20.79,152.79,9.660518194215161,
2008-05-31,11.813231243035432,0.1511477470989243,-0.7401122813793877,0.013374979977575,-0.0157499200511671,3,5,28.954937679769717,-4.106749741699045,-0.0019367542709995,0,17.83,155.07,10.740555595229594,396436095.9
2008-06-30,11.14560530834837,-0.0344033481740578,-1.349043083268964,0.0117666419814037,-0.0114877892030847,3,4,41.62537165510414,-1.8706505777947968,-0.0004696288657979,0,23.95,154.51,10.609206099219692,404459722.9
2008-07-31,9.974322950009592,-0.1406995340967217,-0.9286248531583152,0.0092756896273593,-0.011782276800531,3,4,30.32786885245916,-2.884438189328864,-0.0004320560702058,0,22.94,155.4,12.064613831398297,
2008-08-31,11.396565190227747,-1.5935592485285084,4.666879966255576,0.0133001544534065,-0.0243492863140218,5,3,57.93269230769231,-1.1359170923719408,0.0025874074842793,0,20.65,155.02,11.766402307137724,406853559.2
2008-09-30,18.03621099856442,-0.1618981794814869,-0.966947963258785,0.0195110103626943,-0.0185141785797985,5,5,55.24752475247527,2.636109996052149,-0.0030714842340801,1,39.39,155.72,11.125383572397052,
2008-10-31,62.54664786203287,-1.26967348723963,2.9534966431816088,0.0729683825450746,-0.1125014756227127,4,2,59.29492157167263,13.47787498415114,0.0087714809492115,1,59.89,159.77,11.985701268661963,
2008-11-30,34.70927572771655,0.214017879633555,-0.5079356096801506,0.0437237394957983,-0.038530252501191,3,3,53.6890477406178,6.211886332823791,-0.0148828055942962,1,55.28,161.1,10.759711240976277,
2008-12-31,12.10330536131731,-0.1662199494784172,0.1929538114970279,0.0149691063125039,-0.0161948565135713,2,4,23.48178137651827,-3.387171016659918,-0.0058839785000478,0,40.0,160.44,10.063799135624606,
2009-01-31,19.182395933020857,0.1378922930338589,-1.1140524513725671,0.0227766440655652,-0.0173971025034854,4,4,62.43733127651373,2.133798115210217,0.000305176026538,1,44.84,160.9,9.500476384919022,459096379.1
2009-02-28,13.912279780210302,-0.0715582274335533,-1.3744632745614576,0.0147667593450726,-0.012187976092816,3,2,65.87048832271768,5.079048752847171,0.001146136710373,0,46.35,160.35,7.7331362536952275,
2009-03-31,21.773688662725256,-0.3577035574376723,0.0956275944980875,0.027531900218416,-0.0303289436178096,4,2,33.00304878048776,0.9030768864669136,-0.0077203374621119,1,44.14,162.12,7.885805550009972,
2009-04-30,21.93153349400551,0.250305589229972,-1.0130650516171944,0.0250271340100873,-0.0209050812639719,5,5,49.36431389741343,-3.777995535826728,0.0050866400192307,1,36.5,162.15,6.126055370115857,
2009-05-31,14.572602651301631,-0.3372694118857085,-0.5106597785846869,0.0165432893466366,-0.0182329985285649,4,3,58.7155963302753,-2.2268948911092323,0.0036217944978241,0,28.92,163.19,5.236344876507393,474599286.2
2009-06-30,11.85621769919571,-0.210061601471167,-0.512003453225645,0.0113599480688089,-0.0177729647088801,2,4,43.251775848460944,-1.8155345385808876,0.0007097206074133,0,26.35,163.37,5.734256682415384,
2009-07-31,8.878724691257522,0.4924745307895487,-0.2658416847289859,0.009779286926995,-0.0108702769956126,2,11,16.825095057034233,-3.36909217342386,-0.0040944379045998,0,25.92,163.78,5.392535392535391,476742000.1
2009-08-31,13.35092708595639,-0.0481305349454725,0.2681423015889654,0.0178173719376391,-0.0196442792673213,3,4,57.9493835171967,-0.8799781792952266,0.0031382993108693,0,26.01,163.29,5.334795510256729,
2009-09-30,8.47891668719954,-0.0409920873356651,-0.9619626142952452,0.0101349083831128,-0.0086542331946866,5,4,49.58333333333338,-0.0311500546468668,0.0001293041266438,0,25.61,163.93,5.272283585923465,491166750.3
2009-10-31,10.198849937800414,-0.1186082817755657,-0.6753889951444343,0.0104614105584037,-0.0133171912832928,2,3,65.60170394036213,0.4234316845568964,0.0043791586702375,0,30.69,167.88,5.076046817299851,
2009-11-30,7.442286229555613,0.0111706458796797,-1.199883032235858,0.0072316842389834,-0.0078161224084255,3,6,48.64498644986449,0.7137921849288187,0.0012308388965942,0,24.51,170.01,5.530726256983232,
2009-12-31,7.786269172844576,0.3424361299427899,0.1204765822022686,0.0128213734308919,-0.0076020709089718,5,3,59.90566037735844,1.3091851875659533,-0.0009270723247489,0,21.68,170.91,6.525804038893046,
2010-01-31,9.45142835266068,-0.2101273295097592,-0.4346508864062715,0.0100416695129448,-0.0122273628552543,6,4,62.18390804597686,0.0804828973843152,0.0045034363696261,0,24.62,174.07,8.18520820385331,519021194.4
2010-02-28,9.713756851877314,0.7146593098266374,-0.460049227245308,0.0156928213689482,-0.0063711001642036,3,3,64.07249466950972,3.300350743209779,0.0031951952229575,0,19.5,176.59,10.127845338322427,
2010-03-31,6.865401575299003,0.1067485997653076,0.0656540387845869,0.0088131609870738,-0.009704341075241,3,6,43.296089385474815,0.6141623252348793,-0.0015274907858377,0,17.59,177.62,9.560819146311372,
2010-04-30,10.33590495963736,1.0965073769222915,1.3768446690741616,0.0157873431385777,-0.0120217853347502,2,6,43.03079416531608,-2.009739079108941,0.0013062153607089,0,22.05,178.68,10.194264569842737,
2010-05-31,20.918216941551663,-0.3531604681351478,0.5681925718856933,0.028506345590628,-0.0311264191861208,5,3,48.09421841541753,2.4757467273365474,0.0025581489838992,1,32.07,178.04,9.099822293032656,
2010-06-30,10.171097304980949,0.0375079675632307,-1.3950545154843357,0.0104114083796063,-0.010209194538394,4,4,42.3785594639866,2.1388282469406272,-0.0013698318358751,0,34.54,177.04,8.367509334639145,550292080.2
2010-07-31,5.693190358289339,0.2495582289133469,-0.3094852854370145,0.0050234864300626,-0.0092449922958398,1,4,22.451790633608965,-3.3376507689472312,-0.0032698468524385,0,23.5,176.19,7.577237757968014,
2010-08-31,8.896106444813453,0.0481542500703925,-0.9547578283308584,0.0094842916419679,-0.009453295432009,4,3,66.83168316831681,-0.6676522050006795,0.0041862471838444,0,26.05,176.9,8.334864351766802,
2010-09-30,7.127835485206474,-0.0849655577142932,-0.5001849087811818,0.0065298507462687,-0.0107191316146539,2,4,15.251989389920482,-3.186442118345967,-0.0031285055733278,0,23.7,179.07,9.235649362532783,
2010-10-31,13.432433464796173,-0.1979276637704714,-0.702256682440324,0.0133039271485486,-0.018500621289521,2,3,56.23359580052499,-2.348793528517945,0.0041032462819877,0,21.2,182.35,8.619251846557074,
2010-11-30,11.333848234329674,0.0276544134458549,-0.9600275905739536,0.0139439507860559,-0.0096542911904593,3,4,83.5974643423137,3.43399477531936,0.0100907486806098,0,23.54,182.4,7.28780659961179,
2010-12-31,10.18697925794196,0.6037109876973136,-0.2493553665883165,0.0172199305964775,-0.0068405574734687,5,3,75.36372453928232,5.496836792624515,0.0005137507378273,0,17.75,181.85,6.401029781756473,616200873.9
2011-01-31,11.765255325010228,0.3792505403391626,-1.1758838186394935,0.0139015200727554,-0.010516129032258,3,6,52.00291332847781,3.8365141111662338,0.000480582955444,0,19.53,182.6,4.900327454472331,613680614.3
2011-02-28,12.192958941514991,-0.0693196105244702,-0.9529992657974148,0.0122652841878989,-0.0146213446638341,3,2,59.36395759717318,1.700566855618546,-0.0003140298669406,0,18.35,183.93,4.156520754289605,633495746.8
2011-03-31,5.976461094203505,0.3513796617089642,-0.8193806251903086,0.0070374291586223,-0.007569177317285,3,6,29.72181551976594,-1.795802430172011,-0.003294214147083,0,17.74,184.7,3.986037608377435,643899355.9
2011-04-30,8.1227776631702,0.0243614107906983,-1.1058540156874244,0.0070219188869931,-0.009644835451287,3,7,57.87671232876716,-2.710255551578,0.002157295656639,0,14.75,186.3,4.264607118871733,646972566.3
2011-05-31,9.586174623054278,0.5781387091430744,-0.4732359405489945,0.01682266632937,-0.005518625360592,3,3,72.30428360413579,3.3614410712003773,0.002660529520178,0,15.45,190.81,7.1725454953943,652044335.5
2011-06-30,8.6614759517947,0.6150025892283183,-0.6264864877571434,0.0123464527450489,-0.0067479725128458,4,3,74.22334172963886,3.833491165817926,0.0036963272453882,0,16.52,188.08,6.2358788974243184,
2011-07-31,14.208685039380024,0.8916706739237565,1.2044522460967355,0.0265090453161382,-0.013157894736842,4,3,66.46884272997026,3.3574703993516364,0.0026297856604438,0,25.25,187.31,6.311368409103801,
2011-08-31,12.873255110134595,0.0839386407134133,-0.8066933270930572,0.0151185431222082,-0.0131445334536838,6,4,52.243211334120446,3.7010231739679655,-0.0048168718536883,0,31.62,188.67,6.653476540418302,
2011-09-30,9.877887542971427,0.0968289533289673,-0.4268778410359952,0.0162411702541853,-0.0087015481975364,4,2,80.4179566563468,5.380174523481784,0.0048131056201229,0,42.96,190.09,6.154017981794824,
2011-10-31,14.881159333819664,0.0194443314983135,-0.5651871064748764,0.0162396827098294,-0.020095481292328,4,5,30.178759200841256,-2.7237354085603127,-0.0136549997720491,0,29.96,196.31,7.655607348505633,
2011-11-30,15.93895735172482,0.3892535053579152,-0.578128652181852,0.023144453312051,-0.0135089496791624,6,3,77.46710526315773,1.5457668437286909,0.0082593118059192,1,27.8,199.7,9.484649122807,
2011-12-31,8.375154713752693,-0.6873806144483812,-0.1673962208632975,0.0091743119266056,-0.0102718078381796,6,3,79.9292661361627,4.251583881791987,0.0020857172996221,0,23.4,200.85,10.448171569975262,
2012-01-31,8.021700604134576,-0.4474953702025205,0.0218284285547301,0.0062536747020149,-0.0155573815393043,2,6,13.126709206927828,-3.647562641192237,-0.0073242788943219,0,19.44,201.98,10.61336254107339,
2012-02-29,9.713973535767948,-0.0268770834542706,-1.345074435018186,0.0089757427711185,-0.0100530578050823,5,4,53.83502170767001,-3.3169085624161543,0.0041739476156499,0,18.43,203.12,10.433317022780408,
2012-03-31,7.519056342096027,-0.0320950533331985,-1.3375725746569316,0.0078559003422928,-0.0069949636261891,5,7,48.94795127353267,0.0519312349517298,-0.0019609287242838,0,15.5,203.96,10.427720628045488,
2012-04-30,5.98313193316941,0.0265333655445635,-0.5661576978905947,0.0069182743686371,-0.0077163945426079,3,4,32.02846975088964,-1.1795637991914854,-0.0039241150094987,0,17.15,207.05,11.13794954374665,
2012-05-31,8.335118769077908,1.152544487420888,0.0300140511725022,0.0139455782312925,-0.0038963147356458,2,2,76.82801235839338,2.336236986135209,0.0024775392788917,0,24.06,206.61,8.280488444001888,
2012-06-30,9.481781828105332,0.1508438106315839,-1.135697886761759,0.0100578597307088,-0.0101868497031105,3,6,45.13422818791945,0.7710997258778551,-0.0010106440836092,0,17.08,204.76,8.868566567418101,
2012-07-31,5.626493633090641,0.437897264254804,-0.7458775210012143,0.0074221779107124,-0.0051668224042212,4,4,43.33800841514735,-0.660979382405269,0.0006150771456766,0,18.93,204.29,9.06518605520259,
2012-08-31,5.9821863364978665,-0.2901775973450785,0.0518255692121725,0.0079382702342623,-0.0081776991932811,4,2,77.08333333333317,0.5742987993344162,0.002646095838623,0,17.47,205.43,8.883235278528655,
2012-09-30,5.832066955184147,-0.3050683720465865,-0.7522477885448797,0.0050212006248604,-0.0082882086418389,2,3,39.87500000000007,-0.6545724085357363,-0.001369284399926,0,15.73,207.55,9.185122836551107,
2012-10-31,4.881850754283985,0.6257137212479141,0.1641133284470726,0.0071942446043167,-0.004485049833887,3,5,53.41130604288484,-0.076548441850921,-0.0007032765738326,0,18.6,211.62,7.798889511486928,
2012-11-30,4.246341043511523,0.0598866650476044,0.6306777664986933,0.0047860203684122,-0.0067643112701252,4,6,48.501362397820046,-0.5335136927023476,-0.0005788400665792,0,15.87,212.42,6.36955433149724,
2012-12-31,3.318405874035853,0.7826123954506938,1.3223334445819592,0.0059387080508712,-0.0035840286722294,3,4,49.76851851851829,-0.0508896765380906,0.00124532928313,0,18.02,213.23,6.163803833706738,
2013-01-31,4.04147500727891,-0.1878864072357473,-0.5180678870516386,0.0039854055571146,-0.0062694154193729,4,6,41.83673469387754,-0.8262514982963043,0.0006733023307555,0,14.28,216.74,7.3076542231904185,
2013-02-28,5.078737661420847,0.1463058630097213,0.1897034381680167,0.0084869604316546,-0.0049339306981229,6,3,80.3680981595095,1.7625255925829642,0.0048494680242822,0,15.51,217.39,7.025403702244959,
2013-03-31,4.2227480522968674,-0.2809922925506368,-0.8394278171928051,0.0044491407596907,-0.005198539984515,3,2,68.42105263157875,1.5756808701184122,-0.0005288932422131,0,12.7,218.83,7.290645224553827,
2013-04-30,4.033963535712145,-0.7625841680907239,0.0416326656321772,0.003125,-0.0069848661233994,5,3,58.33333333333341,-0.2377431375659822,0.0005936362213592,0,13.52,219.75,6.133784110118312,
2013-05-31,5.389157306260244,-0.0010805944968087,-0.7345466562409757,0.0084233261339092,-0.0039982710179382,8,2,84.91561181434601,3.0563554818594296,0.0038256181968316,0,16.3,220.07,6.51468951164027,
2013-06-30,10.731154193065198,0.4113811532540548,0.4695945133832304,0.0188378880339612,-0.009748643094272,6,3,63.6484687083889,4.315707116334777,0.0032975506649354,0,16.86,221.75,8.297519046688805,
2013-07-31,8.17273504538769,0.9724729492554258,0.9478353977208108,0.0136103896103896,-0.0083639330885353,2,4,40.93023255813951,1.006501808852689,-0.0033746470867068,0,13.45,222.44,8.884428997993044,
2013-08-31,9.726795951147546,0.3621199911420262,0.1275024052097451,0.0163853518902381,-0.0088259441707717,9,1,91.32420091324197,6.096231559121068,0.011071114446857,0,17.01,222.21,8.16823248795211,
2013-09-30,15.869380927660142,-0.794501384878702,-0.138099025042071,0.0126256374709115,-0.0250261727902687,6,4,49.02867715078632,3.058164292252674,-0.0018102691322174,1,16.6,223.91,7.882437966754985,
2013-10-31,7.133741178927679,-1.2082744447167142,1.0976264075631352,0.0046474035158616,-0.0129399078521714,2,7,40.03906249999999,-0.4433402026412514,-0.0003782507379591,0,13.75,227.94,7.711936489934779,
2013-11-30,7.530821798308238,-0.5002513837353891,-0.2579316042325299,0.0084796788760661,-0.0097024899757436,6,5,45.743766122098215,0.5702782296684195,-0.0028197292818075,0,13.7,227.96,7.315695320591287,
2013-12-31,13.58980524857486,1.572700938079672,3.669943311855703,0.0308659617033437,-0.0120598835597449,5,3,75.73879885605352,5.039704920030119,0.0092204168607691,0,13.72,229.01,7.400459597617592,
2014-01-31,19.869618438309622,-0.9326175391141156,1.6503823178276456,0.0252761066714555,-0.0328504473796336,10,2,64.76787240102531,7.413037629603991,-0.0004991871850798,1,18.41,233.54,7.751222663098645,
2014-02-28,10.145956715651746,0.6966141650200103,-0.5635189641996683,0.0118444846292946,-0.0100058329968142,3,6,54.80822679266261,1.7330341916082626,-0.0007528941697488,0,14.0,234.54,7.889047334284016,
2014-03-31,9.748875353032266,0.364454320893414,-0.5078987402256363,0.0112267250821469,-0.0095612545795727,3,4,42.350486787204346,-1.5916335394086545,-0.0040983537758214,0,13.88,237.18,8.385504729698855,
2014-04-30,9.126176896422672,-0.695397178856093,0.2634448694388203,0.0087489895868004,-0.0155893882760506,3,3,64.18439716312058,-2.7110502603022724,0.0032574810703858,0,13.41,240.37,9.38339021615473,
2014-05-31,7.13510587554182,0.3890854131134282,0.130801732679231,0.0101888787427306,-0.0083969465648856,4,6,58.84732052578362,-1.7507575303012168,0.0038191403366243,0,11.4,241.32,9.6560185395556,
2014-06-30,8.37090029182078,-0.2405791202960259,-1.0206416578618347,0.0086919350242233,-0.0090883271797784,5,3,67.35474006116206,0.7016736587864614,0.001317742807937,0,11.57,242.07,9.163472378804949,
2014-07-31,5.2031710603547605,-2.1467242321768505,5.665173914478968,0.0037678975131876,-0.0122071923457605,2,5,18.412698412698447,-1.0194673679755684,-0.0044412188602665,0,16.95,243.17,9.31936702032008,
2014-08-31,10.81659064691363,1.2013045655751324,1.4467937245615443,0.0198033975949609,-0.0089310376576743,4,2,46.5292841648589,1.1175312718267882,-0.001003135375498,0,11.98,243.4,9.536024481346473,
2014-09-30,7.521552041871137,0.4331660619848883,-0.7549744331616601,0.0126465429705528,-0.0044873538210498,4,2,81.3380281690141,4.959340323879791,0.0054171236768761,0,16.31,243.74,8.856236880889657,
2014-10-31,8.429028338168761,-0.2396355548542943,0.3102922610739766,0.0095516052003183,-0.0133938309846864,1,3,32.644272179155976,-0.1266234875777705,-0.0077758753894257,0,14.03,248.37,8.96288496972888,
2014-11-30,9.556728802746711,0.638067402413003,0.1062810656730999,0.0143131047398223,-0.0105064181466502,3,5,27.550200803212874,-1.2838570700226648,-0.0024884615703232,0,13.33,248.82,9.150728197929459,
2014-12-31,12.88337559557807,0.4612002162952506,1.3653436300601571,0.0210109360199775,-0.0178933153274815,3,5,66.53476540418313,2.6603299802634206,-0.0006135524801099,0,19.2,247.72,8.169948910527935,
2015-01-31,11.260381807886178,0.6260082368518616,-0.7495373411669508,0.0166075050709939,-0.0076833927115079,2,7,74.18582375478915,4.5389284423061005,0.0061798675544218,0,20.97,250.45,7.2407296394621845,
2015-02-28,12.235119273261876,0.8317301666791563,0.2359187908461941,0.0211186746493889,-0.0083433614119534,2,4,60.43131739334271,4.251772796547182,-0.00361068467522,0,13.34,252.24,7.5466871322589,
2015-03-31,12.225114786374457,-0.0510565343321129,-0.6019998807600664,0.0159890001964249,-0.0115100236298498,8,2,45.96658711217183,4.589055286728949,-0.0061889065280532,0,15.29,255.23,7.610253815667423,
2015-04-30,11.589225968433109,-0.4602255679251157,0.1739558332061754,0.0126633986928104,-0.0172938116000438,8,4,65.40930979133228,2.710681572259954,-0.001523402514777,0,14.55,259.39,7.912801098306765,
2015-05-31,14.504254185073984,0.2373235205148776,-0.2393622116278022,0.0207088360205962,-0.0142593777042026,5,5,41.80098107918717,0.65693408544234,-0.0016625908703361,0,13.84,260.85,8.092988562904036,
2015-06-30,16.895664943003393,2.20409122272319,6.4393759429280735,0.0397241792834657,-0.0131651527966756,5,2,34.19023136246777,0.2732727070840157,-0.0079463047998459,1,18.23,259.51,7.204527615978851,
2015-07-31,8.67843076156402,0.3868176018009641,-0.3638290102971511,0.0144571017673995,-0.0072545481882424,6,4,77.57475083056474,3.2224569284383664,0.0118067879821435,0,12.12,259.74,6.814162931282652,1191214340.3
2015-08-31,14.277699604338528,0.1638881611102827,0.4671641992635567,0.0230205429957675,-0.017524386141944,7,2,67.70118099423243,5.765963781885741,0.0033944014019331,0,28.43,260.78,7.140509449465893,1225779329.8
2015-09-30,11.339819386182096,0.3985598809631539,-0.561418886881941,0.0171650797908005,-0.0103643937157663,4,2,53.44506517690879,5.38993029773831,-0.0058773364504266,0,24.5,263.11,7.946992697136301,1266217051.8
